,ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
20,ID466335898,29 Winchester St,MOONEE PONDS,1015000.0,h,14/05/2016,2,1.0,1.0,228.0,109.0,-37.7685,144.9183,20038,320.0373082656428,2033.3333333333333,1,46.333333333333336,86.29411764705883,21.666666666666668
21,ID455665048,1/37 Clunes St,KINGSBURY,488000.0,u,13/05/2017,3,1.0,1.0,260.0,58.0,-37.7157,145.0386,20009,2704.4260813624064,2160.0,0,19.785714285714285,52.0,11.0
22,ID254126827,26/12 Clyde St,ST KILDA,530000.0,u,4/03/2017,2,1.0,1.0,6186.0,18.0,-37.8656,144.9782,19956,1413.4676463655999,2788.235294117647,0,176.5,1272.8,233.11111111111111
23,ID414240718,1/1 Perry St,MOORABBIN,1105000.0,t,30/07/2016,4,2.0,2.0,220.0,4.0,-37.9387,145.0398,19937,553.5150837236044,2715.0,0,11.833333333333334,52.2,6.666666666666667
24,ID318566184,3/26 Tyler St,PRESTON,465000.0,u,3/06/2017,2,1.0,1.0,163.0,69.0,-37.73311,145.03552,19936,2906.624071215937,2862.8571428571427,0,92.0,1027.4375,111.66666666666667
25,ID500653077,2/422 St Kilda St,BRIGHTON,1475000.0,t,7/11/2016,3,2.0,2.0,345.0,19.0,-37.8943,144.9907,19953,1212.7883763929567,4036.6666666666665,0,343.0416666666667,1929.3125,260.0
26,ID832758128,2/37 Bonanza Rd,BEAUMARIS,900000.0,t,29/07/2017,3,2.0,2.0,243.0,49.0,-37.98214,145.05175,19865,1177.5157523328355,3226.153846153846,0,12.642857142857142,26.571428571428573,2.6666666666666665
27,ID544515881,41 Wards Gr,BENTLEIGH EAST,1180000.0,h,27/06/2016,2,1.0,1.0,687.0,24.0,-37.9234,145.0616,19939,2260.726152161504,3000.0,0,120.73913043478261,881.5,102.88888888888889
28,ID969309004,5 Barmah Gra,GREENVALE,715000.0,h,24/06/2017,4,2.0,2.0,680.0,8.0,-37.61236,144.90753,20029,3362.027455044676,2100.0,0,80.84210526315789,223.93333333333334,58.55555555555556
29,ID205797846,94 Couch St,SUNSHINE,670000.0,h,18/03/2017,4,1.0,1.0,603.0,69.0,-37.7945,144.8267,22241,857.952246109412,960.0,0,316.5416666666667,1022.8125,237.66666666666666
30,ID713954277,39 Barry St,NORTHCOTE,1710000.0,h,4/06/2016,3,1.0,1.0,247.0,129.0,-37.7798,144.9952,20017,292.72699694798223,3895.3846153846152,0,25.5625,60.53333333333333,14.0
31,ID478638960,293 Highett St,RICHMOND,2060000.0,h,13/05/2017,3,2.0,1.0,181.0,119.0,-37.8161,145.0037,19978,1087.2259249826568,4532.0,1,126.42857142857143,380.2,68.3
32,ID627904481,23 William St,HAWTHORN,1377000.0,h,22/08/2016,3,1.0,2.0,314.0,129.0,-37.8202,145.0404,19904,375.7807822740691,3462.0,0,143.04166666666666,1283.5625,102.45454545454545
33,ID475203681,6/1 Ruabon Rd,TOORAK,640000.0,u,24/06/2017,3,1.0,1.0,0.0,49.0,-37.84744,145.00783,19947,592.093836504723,2648.5714285714284,0,88.22727272727273,504.94117647058823,66.8
34,ID338852931,411/38 Bank St,SOUTH MELBOURNE,710000.0,u,29/04/2017,3,2.0,2.0,0.0,18.0,-37.8319,144.9682,22238,1517.2361716791158,2235.0,1,155.625,728.625,134.3
35,ID137495108,6b Napier St,SOUTH MELBOURNE,380000.0,u,15/10/2016,1,1.0,1.0,0.0,59.0,-37.8342,144.9679,22238,1771.281930843719,2235.0,0,137.58333333333334,681.8125,137.2
36,ID598513444,19 Sussex St,MOONEE PONDS,945000.0,h,10/12/2016,2,1.0,0.0,225.0,129.0,-37.7639,144.9093,20038,890.7385969019647,2033.3333333333333,0,46.333333333333336,86.29411764705883,21.666666666666668
37,ID481357099,7/4 Holloway St,ORMOND,260000.0,u,12/06/2016,1,1.0,1.0,0.0,44.0,-37.9018,145.0454,19941,532.0055944300742,1850.0,0,36.59090909090909,147.2,42.77777777777778
38,ID685166468,30 Lobb St,BRUNSWICK,740000.0,h,28/05/2016,3,2.0,1.0,4676.0,9.0,-37.7687,144.9649,19968,480.1054442260191,5025.0,0,100.52380952380952,300.4,45.22222222222222
39,ID622784277,20 Norton St,SUNSHINE WEST,544500.0,h,16/04/2016,3,2.0,2.0,696.0,59.0,-37.7841,144.8052,20020,288.9323775794583,1290.0,0,300.4583333333333,919.8235294117648,195.55555555555554
40,ID887836290,8 Avenue Athol,CANTERBURY,1742000.0,t,28/05/2016,4,2.0,2.0,780.0,7.0,-37.8206,145.0678,19892,590.3320855035092,1030.0,0,462.9583333333333,3343.0588235294117,509.8333333333333
41,ID213084280,25 Rhodes Pde,PASCOE VALE,850000.0,h,16/09/2017,3,1.0,1.0,712.0,79.0,-37.71594,144.92986000000005,20033,767.814697805566,2004.0,0,92.0,1027.4375,111.66666666666667
42,ID690483692,7/502 Neerim Rd,MURRUMBEENA,470000.0,t,27/05/2017,1,1.0,1.0,0.0,19.0,-37.89018,145.06865,19919,112.03902212469693,3909.230769230769,0,42.57142857142857,147.0,51.333333333333336
43,ID482778675,31/380 High St,KEW,802000.0,u,12/08/2017,2,1.0,1.0,0.0,59.0,-37.80456,145.03745,19904,1884.118057322745,2976.0,0,41.142857142857146,142.4,25.22222222222222
44,ID624395056,16 Eden St,HEIDELBERG HEIGHTS,725000.0,h,10/12/2016,3,2.0,1.0,665.0,69.0,-37.7505,145.0477,19935,1357.0398272173568,2742.8571428571427,0,150.08695652173913,1565.4,276.7
45,ID138963284,121 Pearson St,BRUNSWICK WEST,1300000.0,h,12/11/2016,3,1.0,2.0,364.0,119.0,-37.7618,144.9497,19967,968.6284448082857,5145.0,1,119.83333333333333,1063.6875,188.4
46,ID150263537,10 Barilla Rd,MOORABBIN,935000.0,t,15/07/2017,3,2.0,2.0,280.0,34.0,-37.94111,145.0431,19872,821.3920082954114,4180.0,1,14.055555555555555,58.666666666666664,7.666666666666667
47,ID493455681,2/310 Burnley St,RICHMOND,911000.0,t,16/04/2016,3,2.0,1.0,0.0,19.0,-37.8238,145.0072,19906,419.73955963545984,3276.0,0,117.80952380952381,378.06666666666666,47.8
48,ID838831417,8 Vickery St,BENTLEIGH,1900000.0,h,24/06/2017,5,1.0,2.0,644.0,59.0,-37.91753,145.03907,19939,182.5874707583297,2750.0,0,125.08695652173913,839.375,108.0
49,ID738284775,15 Byron St,CLAYTON SOUTH,985000.0,h,9/09/2017,3,1.0,2.0,674.0,69.0,-37.93539000000001,145.11986000000005,22249,1193.391840609042,3696.0,0,14.941176470588236,74.33333333333333,4.875
50,ID979031308,75 Pound Rd,HAMPTON PARK,622000.0,h,8/07/2017,4,2.0,2.0,654.0,30.0,-38.02683,145.25871,19885,1402.0055905495776,3154.285714285714,0,44.1875,101.33333333333333,24.666666666666668
51,ID205709153,36 Newmans Rd,TEMPLESTOWE,1930000.0,h,16/09/2017,5,3.0,2.0,807.0,19.0,-37.75245,145.15283,19987,4352.658549184356,4035.0,0,46.94444444444444,104.86666666666666,22.6
52,ID953013068,137 Doncaster Rd,BALWYN NORTH,1900000.0,h,19/08/2017,3,1.0,1.0,912.0,64.0,-37.79351,145.07655,19893,3472.4858770061774,1284.0,0,125.08695652173913,839.375,108.0
53,ID632639922,5 Birch Sq,RICHMOND,1350000.0,h,27/11/2016,3,2.0,2.0,133.0,19.0,-37.8183,145.0079,19906,1031.2663082423917,3108.4615384615386,0,117.80952380952381,378.06666666666666,47.8
54,ID689099818,1/16 Dower St,CAMBERWELL,835000.0,u,29/04/2017,3,1.0,1.0,112.0,59.0,-37.8378,145.0949,19895,1557.4098715928344,2382.0,0,470.9583333333333,3339.705882352941,557.0
55,ID317279078,38 Trafford Rd,CARRUM DOWNS,525000.0,h,27/05/2017,4,2.0,2.0,550.0,9.0,-38.08981,145.17353,19857,4272.067460010394,3865.714285714286,0,129.1304347826087,614.0,123.3
56,ID603481326,18 Renver Rd,CLAYTON,1300000.0,h,3/06/2017,3,1.0,2.0,725.0,49.0,-37.91865,145.14341000000005,22249,2118.0438985324136,3684.0,0,14.941176470588236,74.33333333333333,4.875
57,ID573253596,2 Thornhill Dr,FOREST HILL,1234000.0,h,15/07/2017,6,3.0,2.0,579.0,49.0,-37.83508,145.16936,19899,1683.3157436981971,3707.1428571428573,0,250.83333333333334,1550.8666666666666,286.72727272727275
58,ID440700844,1/21 Dumbarton St,RESERVOIR,475000.0,u,3/09/2016,3,1.0,1.0,191.0,29.0,-37.7019,145.0256,20008,1439.405935861379,4609.090909090909,0,117.80952380952381,378.06666666666666,47.8
59,ID499882573,5 Jacks Pl,RINGWOOD,1725000.0,h,8/07/2017,4,2.0,2.0,1016.0,17.0,-37.78372,145.25311000000005,19878,2747.439311474414,2988.0,0,23.866666666666667,90.46666666666667,7.333333333333333
60,ID203586106,39 Kinsale St,RESERVOIR,1030000.0,h,7/11/2016,4,2.0,3.0,630.0,84.0,-37.721,144.9952,20011,1060.0066651421453,4626.0,0,117.80952380952381,378.06666666666666,47.8
61,ID265467761,7/7 Chandler Hwy,ALPHINGTON,650000.0,t,24/09/2016,2,1.0,0.0,0.0,59.0,-37.7848,145.025,19931,900.779650600225,2430.0,0,150.25,1006.8666666666667,111.0
62,ID173439488,7 Kenneth St,PRESTON,1100000.0,h,4/03/2017,3,2.0,3.0,490.0,69.0,-37.7413,145.0203,20012,1765.4075929188944,3638.181818181818,0,92.0,1027.4375,111.66666666666667
63,ID728132954,371 Princes Hwy,NOBLE PARK,650000.0,h,22/07/2017,3,1.0,1.0,603.0,49.0,-37.96318,145.18962,19890,1201.0888741222673,5125.0,0,14.941176470588236,74.33333333333333,4.875
64,ID163372356,35 Teddington Rd,HAMPTON,1715000.0,h,4/03/2017,3,1.0,2.0,765.0,64.0,-37.9358,145.018,19949,1471.2847882579078,2445.0,1,44.1875,101.33333333333333,24.666666666666668
65,ID303999213,11 Wewak Pde,HEIDELBERG WEST,735000.0,h,3/12/2016,2,1.0,3.0,602.0,59.0,-37.7455,145.0452,19936,1866.207023255105,2862.8571428571427,0,150.08695652173913,1565.4,276.7
66,ID152893063,187 Park Dr,PARKVILLE,2236000.0,h,27/06/2016,3,2.0,1.0,154.0,129.0,-37.7934,144.9562,19970,1401.472704564272,4845.0,0,25.5625,60.53333333333333,14.0
67,ID303483411,61 Windsor Bvd,DERRIMUT,860000.0,h,15/07/2017,4,2.0,2.0,663.0,24.0,-37.79215,144.76285,19982,1804.5224714943668,1410.0,0,44.2,168.13333333333333,36.888888888888886
68,ID616938785,2/21 Gregory St,OAK PARK,550000.0,u,27/11/2016,3,1.0,1.0,196.0,59.0,-37.7216,144.9157,20033,653.9302004645115,2004.0,0,25.5625,60.53333333333333,14.0
69,ID706420545,10/51 Stephen St,YARRAVILLE,397000.0,u,13/05/2017,2,1.0,1.0,0.0,44.0,-37.8128,144.8953,19997,423.69496817873085,660.0,0,111.5,355.93333333333334,60.333333333333336
70,ID268202884,9 Hawkhurst St,YARRAVILLE,1190000.0,h,16/09/2017,3,1.0,2.0,515.0,64.0,-37.82067,144.87725,19996,1237.6781647307002,720.0,0,111.5,355.93333333333334,60.333333333333336
71,ID740138923,48 Rooney St,RICHMOND,1820000.0,h,15/10/2016,3,1.0,1.0,410.0,119.0,-37.8292,145.0029,19906,448.15736474477916,3168.0,0,117.80952380952381,378.06666666666666,47.8
72,ID198389264,3/54 Severn St,BALWYN NORTH,1400000.0,t,7/05/2016,4,2.0,1.0,283.0,54.0,-37.7982,145.0688,19892,3083.3033061971037,1030.0,0,120.73913043478261,881.5,102.88888888888889
73,ID407025024,2 Henshall Rd,STRATHMORE,1780000.0,h,3/06/2017,5,3.0,6.0,699.0,10.0,-37.7377,144.91896,20035,985.4435585486444,2152.5,0,128.7826086956522,403.1875,70.66666666666667
74,ID670399243,32A Broadhurst Av,RESERVOIR,1210000.0,h,12/08/2017,4,3.0,4.0,725.0,79.0,-37.70833,145.0045,20009,444.4138290136609,2160.0,0,126.42857142857143,380.2,68.3
75,ID756922057,12 Auckland St,BENTLEIGH,1365000.0,h,1/07/2017,3,1.0,1.0,776.0,94.0,-37.92487,145.04703,19938,1015.5418454373425,2630.0,0,125.08695652173913,839.375,108.0
76,ID467235902,60 Glengyle St,COBURG,1210000.0,h,10/09/2016,3,1.0,1.0,379.0,94.0,-37.7544,144.9764,19966,1282.9826579761725,5317.5,0,133.91666666666666,1156.7333333333333,139.88888888888889
77,ID856112200,1 Alexander St,BRIGHTON EAST,1301000.0,h,12/11/2016,3,2.0,2.0,401.0,93.0,-37.9062,145.0173,19952,1298.9339725372083,5286.315789473684,0,343.0416666666667,1929.3125,260.0
78,ID347572688,2 Raven St,DONCASTER EAST,1510000.0,h,9/09/2017,5,2.0,3.0,677.0,49.0,-37.79348,145.15241,19898,2967.499155340163,3623.076923076923,0,415.875,2214.3333333333335,356.44444444444446
79,ID697683845,7/28 Elm St,HAWTHORN,395000.0,u,1/07/2017,1,1.0,1.0,910.0,9.0,-37.81333,145.01932,19905,996.7339719244453,3275.0,0,156.70833333333334,1480.2666666666667,132.1818181818182
80,ID175715264,28 Gloucester St,RESERVOIR,730000.0,h,7/05/2016,3,1.0,1.0,546.0,8.0,-37.721,144.9967,20011,982.3145011221437,2994.0,1,117.80952380952381,378.06666666666666,47.8
81,ID512068939,21 Beattie St,MONTMORENCY,806000.0,h,27/05/2017,3,1.0,0.0,396.0,64.0,-37.71665,145.11682,19986,440.10033839745176,3795.0,0,183.875,1454.9375,194.91666666666666
82,ID618603702,14 Scotia St,MOONEE PONDS,1225000.0,h,4/03/2017,4,1.0,1.0,388.0,99.0,-37.7692,144.9057,20038,1246.6936244840974,2033.3333333333333,0,49.473684210526315,102.25,21.88888888888889
83,ID982672046,42 Fitzgerald Rd,ESSENDON,1131000.0,h,20/05/2017,3,1.0,1.0,387.0,119.0,-37.755,144.9272,22253,974.8647357269047,1110.0,0,156.70833333333334,1480.2666666666667,132.1818181818182
84,ID877671538,28 Kenneth St,BULLEEN,976000.0,h,18/06/2016,4,1.0,1.0,701.0,34.0,-37.7786,145.0945,19935,3820.5027005333513,2742.8571428571427,0,119.83333333333333,1063.6875,188.4
85,ID431548566,17 Clifton St,CAULFIELD EAST,1000000.0,h,25/02/2017,2,1.0,1.0,472.0,59.0,-37.884,145.0447,19942,672.841372198438,2940.0,0,139.3181818181818,1026.4,88.63636363636364
86,ID770584433,2/27 Georges Rd,RINGWOOD,766000.0,u,3/06/2017,3,1.0,2.0,327.0,59.0,-37.80905,145.23533999999995,19902,945.0498139738876,3784.6153846153848,0,23.866666666666667,90.46666666666667,7.333333333333333
87,ID582957129,37 Mernda Av,BONBEACH,965000.0,h,23/09/2017,3,2.0,2.0,572.0,69.0,-38.06866,145.12677,19858,791.727875344312,4684.615384615385,0,2.142857142857143,18.25,1.0
88,ID805703153,18 Shelley St,HEIDELBERG HEIGHTS,584000.0,h,12/06/2016,2,1.0,1.0,428.0,69.0,-37.7418,145.0513,19936,1311.8431598061982,2862.8571428571427,0,150.08695652173913,1565.4,276.7
89,ID626272913,4/58 Grey St,ST KILDA,580000.0,u,16/04/2016,2,1.0,0.0,0.0,89.0,-37.8617,144.9796,19957,1260.7779796695615,3817.8947368421054,0,170.45833333333334,1257.5333333333333,169.3
90,ID255199244,5/18 William St,BRIGHTON,1005000.0,u,19/11/2016,3,1.0,1.0,0.0,94.0,-37.909,145.0005,19952,493.7459184760553,3610.5882352941176,0,343.0416666666667,1929.3125,260.0
91,ID437573171,88 Longview Rd,BALWYN NORTH,1450000.0,h,4/03/2017,3,1.0,2.0,665.0,69.0,-37.7862,145.0781,19934,3294.711982849736,2730.0,0,125.08695652173913,839.375,108.0
92,ID349744305,14 Borlase St,YALLAMBIE,1060000.0,h,29/04/2017,5,2.0,2.0,627.0,59.0,-37.7327,145.0804,19983,1239.5201275542047,3042.8571428571427,0,145.1818181818182,787.625,144.22222222222223
93,ID217248986,15 Hall St,BRUNSWICK,1350000.0,h,15/07/2017,4,2.0,1.0,372.0,99.0,-37.76166,144.95065,19967,884.2573582961114,5145.0,0,111.5,355.93333333333334,60.333333333333336
94,ID515149772,3 Longfield St,RICHMOND,1400000.0,h,27/11/2016,3,1.0,2.0,0.0,119.0,-37.8211,145.0114,19906,794.6352046924836,3456.0,0,117.80952380952381,378.06666666666666,47.8
95,ID711422865,35/86 Queens Pde,FITZROY NORTH,620000.0,u,17/06/2017,2,1.0,2.0,0.0,69.0,-37.79178,144.98238999999995,19974,1197.5078859481446,3810.0,0,255.95833333333334,1618.4117647058824,222.7
96,ID385240788,3 Lyall Dr,WERRIBEE,490000.0,h,3/06/2017,3,2.0,4.0,1022.0,14.0,-37.90811,144.64373,19921,1810.3418823194183,2605.714285714286,0,18.5,38.13333333333333,6.333333333333333
97,ID374806371,311/13 Wellington St,ST KILDA,470000.0,u,26/07/2016,2,1.0,1.0,0.0,139.0,-37.8562,144.9844,19957,671.2611569707414,4954.736842105263,0,170.45833333333334,1257.5333333333333,169.3
98,ID312188465,102 Melville Rd,BRUNSWICK WEST,900000.0,h,14/05/2016,2,1.0,1.0,410.0,85.0,-37.7613,144.9446,19967,1415.4726594510432,5145.0,0,119.83333333333333,1063.6875,188.4
99,ID325343943,34/530 Toorak Rd,TOORAK,517500.0,u,4/03/2017,2,1.0,1.0,0.0,99.0,-37.8424,145.0184,19909,937.3312309253371,3400.0,0,88.22727272727273,504.94117647058823,66.8
100,ID954894078,41 Burgundy Dr,DONCASTER,1180000.0,h,15/10/2016,3,1.0,2.0,657.0,59.0,-37.7807,145.1193,20042,4292.205497132423,3030.0,0,385.125,1984.8,302.0
101,ID493936843,5/10 Camelia St,BOX HILL,780000.0,u,6/05/2017,2,1.0,1.0,171.0,5.0,-37.8158,145.1384,19897,590.2080220389678,3250.909090909091,0,362.1666666666667,2108.0625,314.0
102,ID615319540,3/48 Alpha St,BALWYN NORTH,1040000.0,u,24/09/2016,2,1.0,1.0,250.0,24.0,-37.7996,145.0959,19896,2363.9654721765237,1452.0,0,120.73913043478261,881.5,102.88888888888889
103,ID578209337,1/27 Stephen St,YARRAVILLE,709500.0,u,27/05/2017,2,1.0,1.0,80.0,49.0,-37.81133,144.89553,19997,259.09613326181216,660.0,1,111.5,355.93333333333334,60.333333333333336
104,ID495663628,4 Pershore Ct,WESTMEADOWS,635000.0,h,29/07/2017,3,2.0,1.0,691.0,44.0,-37.68026,144.88468,22254,3093.1869576702416,1920.0,0,18.5,38.13333333333333,6.333333333333333
105,ID934809775,108/35 Ormond Rd,ELWOOD,420000.0,u,3/06/2017,1,1.0,1.0,1192.0,10.0,-37.88306,144.9841,19955,1261.5719838348919,960.0,0,208.25,1866.7333333333333,156.9
106,ID997280708,2/70 Osborne St,WILLIAMSTOWN,880000.0,u,27/05/2017,2,1.0,2.0,169.0,19.0,-37.86682,144.90003000000004,19991,476.6146406715598,1440.0,0,145.1818181818182,787.625,144.22222222222223
107,ID406272567,4 Turner Ct,GLEN WAVERLEY,1550000.0,h,17/06/2017,3,2.0,2.0,648.0,39.0,-37.88255,145.14727,19874,737.3330499584594,2495.0,0,13.0,21.071428571428573,8.142857142857142
108,ID974194288,2/19 Elm St,SURREY HILLS,745000.0,u,4/03/2017,2,1.0,1.0,161.0,49.0,-37.8327,145.106,19895,1144.4824755189045,2382.0,0,316.5416666666667,1022.8125,237.66666666666666
109,ID708351020,2/282 Riversdale Rd,HAWTHORN EAST,320000.0,u,12/11/2016,1,1.0,1.0,0.0,54.0,-37.8303,145.046,19903,879.7010201094596,2710.0,0,143.04166666666666,1283.5625,102.45454545454545
110,ID400512415,707 Toorak Rd,KOOYONG,3080000.0,h,26/08/2017,4,2.0,3.0,620.0,89.0,-37.84391,145.03376,19910,443.5382490933171,3288.75,0,41.142857142857146,142.4,25.22222222222222
111,ID298789768,203/964 Mt Alexander Rd,ESSENDON,325000.0,u,8/04/2017,1,1.0,1.0,0.0,54.0,-37.7537,144.917,22253,266.84792890357016,1110.0,0,156.70833333333334,1480.2666666666667,132.1818181818182
112,ID831321403,2/65 Bayswater Rd,KENSINGTON,420000.0,u,4/06/2016,2,1.0,1.0,0.0,49.0,-37.794,144.923,20026,652.86230079054,450.0,0,37.04545454545455,154.33333333333334,24.666666666666668
113,ID112694025,41 Bossington St,OAKLEIGH SOUTH,800000.0,t,24/09/2016,3,1.0,2.0,252.0,69.0,-37.9167,145.0879,19916,1419.0767554438596,3940.0,0,25.5625,60.53333333333333,14.0
114,ID912516871,4/1 Nangnak La,MONT ALBERT,660000.0,t,14/05/2016,2,2.0,1.0,146.0,89.0,-37.8157,145.1101,19896,577.5439593868311,1452.0,0,46.333333333333336,86.29411764705883,21.666666666666668
115,ID915402210,10 Grant St,BRIGHTON EAST,1500000.0,h,22/07/2017,3,2.0,1.0,279.0,29.0,-37.9135,145.00846,19951,1083.3751815187766,3024.705882352941,0,362.1666666666667,2108.0625,314.0
116,ID966793200,2/35 Powlett St,EAST MELBOURNE,900000.0,u,25/02/2017,2,1.0,1.0,0.0,49.0,-37.8154,144.9851,19979,153.29186190887202,3936.0,0,20.266666666666666,47.5625,11.0
117,ID588619056,342 Yallambie Rd,YALLAMBIE,793000.0,h,18/03/2017,4,2.0,1.0,592.0,49.0,-37.728,145.1017,19986,2245.911218330319,3795.0,0,145.1818181818182,787.625,144.22222222222223
118,ID440890521,1/15 Cassels Rd,BRUNSWICK,520000.0,u,24/06/2017,2,1.0,1.0,0.0,119.0,-37.75788,144.95935,19967,392.23419584735024,5145.0,0,111.5,355.93333333333334,60.333333333333336
119,ID204355147,41 Mountfield St,BRUNSWICK,1450000.0,h,20/05/2017,3,1.0,2.0,304.0,7.0,-37.762,144.9678,19967,631.8872800387408,5145.0,0,111.5,355.93333333333334,60.333333333333336
120,ID726839105,9 Katta Ct,ASHWOOD,1060000.0,h,16/07/2016,3,1.0,2.0,772.0,89.0,-37.8707,145.1036,19840,813.0435742450918,2806.153846153846,0,206.75,1709.9375,183.33333333333334
121,ID249786014,12/219 Williams Rd,SOUTH YARRA,310000.0,u,12/11/2016,1,1.0,1.0,0.0,69.0,-37.8444,145.0037,19947,138.58901018016894,1460.0,0,137.58333333333334,681.8125,137.2
122,ID910462542,2b Dundas Pl,ALBERT PARK,1532000.0,h,26/07/2016,3,3.0,1.0,0.0,109.0,-37.8415,144.9585,20043,2631.707847474635,0,0,150.25,1006.8666666666667,111.0
123,ID207189846,6/25 Vickery St,BENTLEIGH,405000.0,u,30/07/2016,2,1.0,1.0,0.0,51.0,-37.9159,145.039,19939,244.54159237143182,2820.0,0,120.73913043478261,881.5,102.88888888888889
124,ID191835092,17 Weybridge St,SURREY HILLS,2300000.0,h,27/06/2016,3,2.0,1.0,735.0,99.0,-37.8182,145.096,19895,705.6427739663985,2382.0,1,300.4583333333333,919.8235294117648,195.55555555555554
125,ID838285691,297 Ross St,PORT MELBOURNE,2625000.0,h,3/09/2017,4,3.0,2.0,202.0,119.0,-37.83247,144.94212,22180,1812.4038221779413,0,0,92.0,1027.4375,111.66666666666667
