,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
12,ID1544421395,0,5,6,-37.816502299999996,144.92828669999997,-37.7874325,144.9803767,7563.0,2018-01-04,07:23:08,1904.700000000001,7:54:52,7.52
13,ID3517211207,1,5,4,-37.806766100000004,144.9322936,-37.8097671,144.9926624,5635.1,2018-06-06,15:10:52,1417.8599999999994,15:34:29,14.26
14,ID1808184725,0,7,3,-37.8618349,144.90571599999998,-37.8115568,144.99358519999998,10401.0,2018-06-23,05:29:00,3454.4399999999987,6:26:34,21.97
15,ID3213658505,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-04-03,05:36:27,12681.059999999998,9:07:48,67.47
16,ID5398635991,2,5,3,-37.8066242,144.9323335,-37.8086578,144.9933375,5770.0,2018-03-28,07:23:38,1418.2199999999998,7:47:16,116.55
17,ID3600231935,1,8,5,-37.8158343,145.04645,-37.8029823,144.9292533,10588.0,2018-01-08,21:28:49,2993.219999999998,22:18:42,27.86
18,ID5463193538,2,9,6,-38.1109156,144.65417250000002,-37.7874325,144.9803767,47033.0,2018-05-26,02:15:09,11355.660000000005,5:24:24,865.6
19,ID1360032446,0,4,6,-37.8162593,145.01473149999998,-37.7907967,144.985865,5515.0,2018-06-17,22:49:43,1525.14,23:15:08,16.82
20,ID3823115320,1,3,7,-37.833164399999994,144.9910544,-37.8618349,144.90571599999998,9895.0,2018-03-25,21:15:09,3153.0,22:07:42,31.05
21,ID1955145948,0,9,2,-38.1109156,144.65417250000002,-37.8124386,144.9363711,42833.0,2018-04-24,12:11:58,10259.099999999997,15:02:57,28.0
22,ID5881587481,2,7,6,-37.8618349,144.90571599999998,-37.7738026,144.98364660000001,16033.0,2018-07-19,14:04:51,5320.6799999999985,15:33:31,406.8
23,ID3879028738,1,5,2,-37.806118299999994,144.93421419999999,-37.8199086,144.9507783,2528.9,2018-03-17,09:17:57,634.9200000000002,9:28:31,10.54
24,ID1863869871,0,2,8,-37.8132486,144.9371562,-37.8158343,145.04645,10095.0,2018-07-03,14:23:54,2842.5,15:11:16,12.08
25,ID3264196888,1,2,7,-37.8140169,144.9396162,-37.8618349,144.90571599999998,10166.0,2018-07-14,16:30:50,3361.0200000000004,17:26:51,27.87
26,ID1213615742,0,9,3,-38.1109156,144.65417250000002,-37.82483320000001,145.003469,47347.0,2018-05-19,00:01:19,11468.100000000004,3:12:27,35.29
27,ID3991140878,1,4,9,-37.803976299999995,145.0054783,-38.1109156,144.65417250000002,47813.0,2018-01-28,11:59:38,11590.14,15:12:48,58.32
28,ID1508759361,0,3,8,-37.8070145,144.9550915,-37.8158343,145.04645,8251.0,2018-04-02,01:55:10,2386.8,2:34:56,15.04
29,ID3687144746,1,7,4,-37.8175356,144.98986100000002,-37.8025533,144.9927413,1712.0,2018-05-13,16:15:06,419.58,16:22:05,13.42
30,ID3120220335,1,1,1,-37.8024414,144.9922659,-37.8127348,144.97718490000003,2649.0,2018-05-03,19:59:07,641.76,20:09:48,12.73
31,ID5724258440,2,6,4,-37.7874421,144.9804091,-37.816860999999996,145.0081355,5576.0,2018-07-16,11:23:47,1415.8800000000006,11:47:22,114.43
32,ID5729754701,2,3,6,-37.812452,145.0122352,-37.7874325,144.9803767,5565.0,2018-03-23,14:32:25,1428.1199999999994,14:56:13,125.1
33,ID1343158435,0,2,5,-37.8091162,144.9319332,-37.8091367,144.9372571,662.0,2018-05-02,20:47:12,180.36,20:50:12,7.37
34,ID3260889374,1,7,4,-37.8618349,144.90571599999998,-37.8009307,145.005533,12337.0,2018-02-24,04:20:24,3923.0399999999986,5:25:47,33.85
35,ID1263390728,0,5,9,-37.8019417,144.9269155,-38.1109156,144.65417250000002,44300.0,2018-01-04,22:26:57,10630.8,1:24:07,30.54
36,ID1163994521,0,4,9,-37.807224299999994,144.9924968,-38.1109156,144.65417250000002,46344.0,2018-07-18,18:42:21,11184.12,21:48:45,27.73
37,ID1491943044,0,7,6,-37.8618349,144.90571599999998,-37.7874325,144.9803767,11633.0,2018-03-21,01:11:21,3645.2999999999984,2:12:06,17.78
38,ID3206227574,1,7,2,-37.8618349,144.90571599999998,-37.8149035,144.9459165,9475.0,2018-02-13,17:10:23,3162.779999999999,18:03:05,24.08
39,ID5755385885,2,4,6,-37.8108507,144.9982309,-37.7907967,144.985865,3380.0,2018-04-06,02:39:18,942.9599999999997,2:55:00,96.92
40,ID3625471011,1,5,6,-37.804394099999996,144.92924519999997,-37.7738026,144.98364660000001,10427.0,2018-02-14,00:36:13,3151.6800000000007,1:28:44,27.86
41,ID3158290406,1,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-03-08,12:26:39,4911.5999999999985,13:48:30,30.17
42,ID3296215002,1,8,2,-37.807202000000004,145.0266373,-37.81295720000001,144.9405455,8402.0,2018-04-28,09:49:39,2091.179999999999,10:24:30,17.52
43,ID3397898974,1,5,2,-37.8071185,144.9309042,-37.8148177,144.9375311,1321.0,2018-07-02,11:50:05,357.2999999999999,11:56:02,5.6
44,ID1795427665,0,5,6,-37.8027958,144.93642869999996,-37.7908183,144.9857929,6413.0,2018-05-15,02:41:48,1639.9199999999996,3:09:07,15.12
45,ID1113811158,0,3,5,-37.8118875,144.97789699999998,-37.8090417,144.9295415,4940.0,2018-06-16,06:10:19,1265.0999999999995,6:31:24,9.18
46,ID3380097610,1,9,5,-38.1109156,144.65417250000002,-37.80467279999999,144.9365014,43364.0,2018-02-12,02:39:39,10352.699999999997,5:32:11,58.72
47,ID1897129566,0,6,4,-37.773845,144.9836895,-37.8158343,145.04645,10698.0,2018-02-18,13:21:01,2756.46,14:06:57,17.28
48,ID5740223650,2,3,8,-37.811144899999995,144.9784763,-37.8158343,145.04645,6197.0,2018-04-08,09:51:36,1823.76,10:21:59,151.61
49,ID1170912916,0,5,8,-37.800267100000006,144.93402360000002,-37.8158343,145.04645,12341.0,2018-01-25,07:01:32,3390.36,7:58:02,9.09
50,ID3593380797,1,6,5,-37.773845,144.9836895,-37.811895299999996,145.0034273,7009.0,2018-01-08,13:49:56,1557.2400000000007,14:15:53,17.0
51,ID5921727956,2,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-04-07,11:21:52,12069.78,14:43:01,898.28
52,ID3991490985,1,5,5,-37.8149767,144.9275019,-37.7874325,144.9803767,7856.0,2018-06-20,14:45:19,1979.5800000000008,15:18:18,18.5
53,ID3388793968,1,7,3,-37.8618349,144.90571599999998,-37.8052062,144.933888,10882.0,2018-04-21,17:38:52,3525.2999999999993,18:37:37,29.11
54,ID3462052423,1,3,6,-37.818361700000004,145.0039538,-38.1109156,144.65417250000002,47191.0,2018-03-16,07:23:16,11445.0,10:34:01,52.99
55,ID3622558816,1,4,3,-37.8107895,145.0143841,-37.8173216,144.99145380000002,2782.0,2018-02-23,21:20:20,742.98,21:32:42,17.19
56,ID3565931235,1,5,4,-37.816394700000004,144.9285102,-37.8147119,145.0022753,8103.0,2018-02-06,00:08:48,2017.4400000000005,0:42:25,23.17
57,ID1400890636,0,1,8,-37.8127385,144.9650912,-37.8158343,145.04645,7601.0,2018-06-24,09:21:13,2194.92,9:57:47,10.72
58,ID3807995474,1,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-06-19,19:20:48,3697.0200000000013,20:22:25,25.15
59,ID5175451619,2,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-03-14,08:30:57,12069.78,11:52:06,892.27
60,ID3362492067,1,5,7,37.806386200000006,144.9323324,-37.8618349,144.90571599999998,10982.0,2018-02-22,23:45:35,3509.94,0:44:04,27.59
61,ID3334738318,1,6,7,-37.7908183,144.9857929,-37.8618349,144.90571599999998,11712.0,2018-03-17,04:51:03,3717.4800000000014,5:53:00,33.33
62,ID3447968838,1,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-06-02,04:43:19,12681.060000000005,8:14:40,72.94
63,ID3826109057,1,6,9,37.7738026,144.98364660000001,-38.1109156,144.65417250000002,51061.0,2018-06-20,01:44:35,12976.499999999995,5:20:51,70.09
64,ID5151277092,2,4,1,-37.811750599999996,145.01220969999997,-37.8069986,144.9457968,6055.0,2018-03-20,22:49:59,1556.940000000001,23:15:55,143.13
65,ID1236235368,0,4,7,37.8012929,144.9968149,-37.8618349,144.90571599999998,11570.0,2018-06-20,15:22:37,3738.4200000000014,16:24:55,14.4
66,ID3465777918,1,5,2,37.7985094,144.9200724,-37.8244413,144.9526875,4887.0,2018-07-11,17:54:28,1251.78,18:15:19,13.84
67,ID3742482332,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-03-16,15:20:09,12681.059999999998,18:51:30,63.3
68,ID3125228602,1,2,4,37.8091367,144.9372571,-37.8003197,145.0098041,7601.0,2018-04-16,14:47:29,1966.86,15:20:15,18.27
69,ID1987227007,0,9,5,-38.1109156,144.65417250000002,-37.805141299999995,144.9344689,43437.0,2018-04-16,02:44:58,10405.019999999997,5:38:23,29.58
70,ID3139800352,1,9,4,-38.1109156,144.65417250000002,-37.8129111,145.0117771,48145.0,2018-06-18,07:01:15,11574.659999999998,10:14:09,54.36
71,ID3425391401,1,8,7,-37.807202000000004,145.0266373,-37.8618349,144.90571599999998,13986.0,2018-01-13,09:55:53,4298.280000000002,11:07:31,25.03
72,ID1568475596,0,8,2,-37.807202000000004,145.0266373,-37.8220996,144.93822930000002,9272.0,2018-04-19,08:48:01,2360.820000000001,9:27:21,7.63
73,ID3345583578,1,9,3,-38.1109156,144.65417250000002,-37.8242364,144.98728269999998,45801.0,2018-04-08,13:31:45,11070.179999999995,16:36:15,61.19
74,ID3814659372,1,3,9,-37.832161600000006,144.97164880000003,-38.1109156,144.65417250000002,45268.0,2018-03-20,13:09:01,11001.0,16:12:22,55.04
75,ID5884904484,2,7,5,-37.8618349,144.90571599999998,-37.8149857,144.9274207,11821.0,2018-03-19,05:55:43,3801.5999999999967,6:59:04,305.85
76,ID3821030576,1,5,7,-37.8036511,144.9365946,-37.8618349,144.90571599999998,10767.0,2018-01-11,20:36:01,3473.34,21:33:54,24.64
77,ID3324307657,1,2,9,-37.8220672,144.9358678,-38.1109156,144.65417250000002,43231.0,2018-06-17,03:24:00,10422.24,6:17:42,61.5
78,ID1468168634,0,8,6,-37.8158343,145.04645,37.7874421,144.9804091,8357.0,2018-01-02,14:10:59,2437.38,14:51:36,10.03
79,ID3348222953,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-06-28,08:43:55,13204.979999999996,12:23:59,61.65
80,ID3117336360,1,6,5,-37.7874325,144.9803767,-37.798980900000004,144.9364074,5412.0,2018-03-02,07:24:15,1415.0400000000006,7:47:50,9.49
81,ID1626147193,0,5,4,-37.8054867,144.9351555,37.815785999999996,145.0094576,7368.0,2018-03-11,22:15:19,1867.08,22:46:26,18.15
82,ID1299484416,0,4,6,-37.802368200000004,144.99159269999998,37.773845,144.9836895,5448.0,2018-05-27,06:14:07,1212.54,6:34:19,9.98
83,ID3769018749,1,1,8,-37.8087625,144.9422436,37.8158343,145.04645,9779.0,2018-03-05,16:03:03,2705.0999999999995,16:48:08,19.19
84,ID3958836666,1,6,7,-37.773845,144.9836895,-37.8618349,144.90571599999998,13169.0,2018-03-14,18:38:16,3866.4600000000014,19:42:42,26.76
85,ID1416998738,0,3,7,-37.8127465,144.9884014,-37.8618349,144.90571599999998,9834.0,2018-07-27,21:50:40,3317.4,22:45:57,18.63
86,ID3549380128,1,5,9,-37.8048255,144.9371377,-38.1109156,144.65417250000002,43369.0,2018-05-14,05:58:56,10394.7,8:52:10,59.02
87,ID3530397181,1,4,9,-37.81340529999999,145.0119362,-38.1109156,144.65417250000002,48204.0,2018-04-28,12:34:36,11601.42,15:47:57,62.44
88,ID1866849833,0,7,4,-37.8618349,144.90571599999998,-37.8038083,144.9969606,11343.0,2018-02-01,08:09:27,3687.179999999998,9:10:54,10.57
89,ID1115256896,0,2,1,-37.81276870000001,144.937122,37.8218412,144.96271000000002,3410.0,2018-02-15,02:35:03,877.2000000000005,2:49:40,12.31
90,ID1192999388,0,9,1,-38.1109156,144.65417250000002,-37.8020399,144.9570886,44049.0,2018-02-04,15:26:08,10689.360000000004,18:24:17,32.2
91,ID3118861580,1,3,6,-37.82131079999999,144.9688757,-37.7738026,144.98364660000001,8762.0,2018-06-11,19:13:00,2812.0200000000004,19:59:13,21.48
92,ID1473211577,0,9,2,-38.1109156,144.65417250000002,-37.813996200000005,144.9329345,43617.0,2018-06-09,08:45:11,10475.879999999996,11:39:46,28.4
93,ID3229250979,1,1,2,-37.8136159,144.94015280000002,-37.816222499999995,144.9383605,414.0,2018-04-23,16:00:38,109.56,16:02:27,11.18
94,ID3127410977,1,8,3,-37.807202000000004,145.0266373,-37.8253735,144.9952678,4747.0,2018-02-17,06:50:57,1154.1000000000008,7:10:35,12.62
95,ID3515609867,1,6,7,-37.7738026,144.98364660000001,-37.8618349,144.90571599999998,16033.0,2018-01-07,14:33:36,5323.559999999999,16:02:19,36.07
96,ID3892754484,1,9,1,-38.1109156,144.65417250000002,-37.8054343,144.94384430000002,43233.0,2018-06-07,10:53:49,10366.199999999992,13:46:35,49.86
97,ID5781501682,2,1,6,-37.8082252,144.9398885,-37.773845,144.9836895,7274.0,2018-02-08,01:07:36,1616.1400000000006,1:34:31,145.65
98,ID1665354599,0,9,5,-38.1109156,144.65417250000002,-37.8027958,144.93642869999996,43817.0,2018-05-24,01:55:52,10508.459999999995,4:51:00,30.89
99,ID1413049212,0,3,6,-37.8188847,144.96769799999998,-37.7738026,144.98364660000001,8480.0,2018-06-22,02:51:50,2659.44,3:36:33,16.04
100,ID5322281210,2,5,7,-37.7990471,144.9355884,-37.8618349,144.90571599999998,12992.0,2018-01-28,22:21:47,4146.34,23:30:19,335.61
101,ID1696674854,0,3,4,-37.8190083,144.9770033,-37.8045464,144.99998469999997,3938.0,2018-04-12,23:33:59,1025.4,23:50:10,13.12
102,ID3692169487,1,1,9,-37.8208689,144.9671895,-38.1109156,144.65417250000002,44020.0,2018-01-20,12:41:01,10662.16,15:38:06,56.13
103,ID1291614803,0,1,6,-37.8081377,144.9762166,-37.773845,144.9836895,4471.0,2018-07-08,16:16:44,912.0,16:31:56,14.19
104,ID1888152718,0,3,4,-37.813183,144.97391140000002,-37.8106352,145.0101566,4025.0,2018-07-04,13:13:01,959.2,13:28:41,8.71
105,ID1579018162,0,4,8,-37.802572600000005,144.9923104,-37.8158343,145.04645,5539.0,2018-05-18,00:00:59,1777.88,0:29:43,14.79
106,ID1288240508,0,8,4,-37.807202000000004,145.0266373,-37.8048007,144.99854530000002,2769.0,2018-04-24,17:34:11,710.9200000000002,17:45:54,9.16
107,ID1319910443,0,1,7,-37.8121445,144.97069230000002,-37.8618349,144.90571599999998,8658.0,2018-01-26,10:38:27,2973.06,11:28:00,8.02
108,ID3999106117,1,8,5,-37.8158343,145.04645,-37.808881799999995,144.9283336,11351.0,2018-02-05,14:10:28,3196.739999999998,15:03:44,23.3
109,ID3453160494,1,2,4,-37.8141043,144.9378236,-37.812216799999995,145.0156232,8107.0,2018-01-07,22:30:54,2037.1200000000006,23:04:51,25.17
110,ID5370466451,2,3,6,-37.8121665,144.9880695,-37.773845,144.9836895,5779.0,2018-02-24,04:30:57,1223.16,4:51:20,126.04
111,ID1730936234,0,1,7,-37.8221859,144.9498976,-37.8618349,144.90571599999998,8663.0,2018-06-02,20:26:14,2957.58,23:20:38,17.47
112,ID3701151704,1,3,9,-37.823656299999996,144.99114369999998,-38.1109156,144.65417250000002,46071.0,2018-06-23,10:07:51,11173.259999999998,10:47:35,55.2
113,ID1283803777,0,8,5,-37.8158343,145.04645,-37.8083623,144.9362725,10193.0,2018-07-22,13:58:10,2852.2199999999993,15:23:40,16.22
114,ID1154606319,0,2,6,-37.8180334,144.93300349999998,-37.7738026,144.98364660000001,9674.0,2018-05-14,20:29:31,2764.86,2:03:55,10.69
115,ID1714255510,0,9,5,-38.1109156,144.65417250000002,-37.809020700000005,144.907165,45542.0,2018-07-23,08:32:47,11120.459999999995,11:38:07,23.95
116,ID3600231683,1,4,3,-37.811839299999995,145.0116848,-37.8248949,144.9828503,4087.0,2018-04-04,03:34:59,1015.260000000001,3:51:54,18.15
117,ID3952417458,1,2,8,-37.817991799999994,144.9503443,-37.8158343,145.04645,9150.0,2018-07-06,20:21:58,2516.340000000001,21:49:35,20.83
118,ID3924108949,1,8,2,-37.8158343,145.04645,-37.8127528,144.93746069999997,10203.0,2018-01-11,22:10:42,2865.5399999999977,22:58:27,25.2
119,ID1795498008,0,5,7,-37.807269,144.93917340000002,-37.8618349,144.90571599999998,10342.0,2018-02-22,18:04:08,3373.92,19:00:21,13.03
120,ID1201056722,0,5,1,-37.7974545,144.926022,-37.8253057,144.95714669999998,4634.0,2018-04-01,07:59:55,1147.3199999999995,8:59:58,10.21
121,ID3877051667,1,1,3,-37.8084097,144.9567031,-37.8209154,145.00266000000002,5033.0,2018-01-17,08:11:08,1272.2999999999993,8:32:20,11.27
122,ID1954226044,0,3,2,-37.817892799999996,145.008265,-37.8164963,144.9458666,6203.0,2018-06-18,08:29:30,1569.4800000000007,12:04:40,6.96
123,ID3851453398,1,7,4,-37.8618349,144.90571599999998,-37.803765399999996,145.00566740000002,12087.0,2018-01-25,07:11:38,3852.4799999999977,8:15:50,22.27
124,ID1647166750,0,2,3,-37.818109299999996,144.9469292,-37.8106616,144.9762036,3023.0,2018-03-27,19:38:19,751.8599999999999,22:43:56,9.57
125,ID5508349728,2,5,3,-37.799726799999995,144.92549440000002,-37.8142023,144.9729142,5290.0,2018-07-17,20:38:15,1235.040000000001,20:58:50,110.87
126,ID1382542962,0,3,4,-37.820428299999996,144.9793658,-37.800080799999996,145.01021819999997,4731.0,2018-02-22,09:28:24,1265.2199999999998,9:49:29,5.85
127,ID3327173280,1,5,8,-37.816502299999996,144.92828669999997,-37.8158343,145.04645,11566.0,2018-03-14,05:29:23,3213.5399999999995,9:54:19,26.88
128,ID1668761718,0,5,2,-37.805124,144.9370784,-37.8210557,144.94350500000002,2451.0,2018-05-18,06:05:57,625.7399999999998,6:16:22,4.16
129,ID1552514197,0,5,4,-37.8058839,144.9372744,-37.8018545,145.0066618,6881.0,2018-05-25,15:22:24,1783.8000000000004,15:52:07,11.06
130,ID5752768918,2,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-03-04,13:29:21,13173.36,17:08:54,987.71
131,ID3308301499,1,3,9,-37.8259342,145.00029119999996,-38.1109156,144.65417250000002,47082.0,2018-06-22,13:06:36,11402.22,16:16:38,58.91
132,ID3538052350,1,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-06-14,19:11:25,12069.78,22:32:34,61.58
133,ID3443583435,1,1,2,-37.8212672,144.95775580000003,-37.8132931,144.937181,2675.0,2018-04-03,02:21:09,662.5799999999998,2:32:11,15.88
134,ID3978445617,1,3,8,-37.816794,145.00747009999998,-37.8158343,145.04645,4003.0,2018-07-08,22:50:17,1294.98,23:11:51,22.42
135,ID3664883225,1,4,1,-37.8107703,145.0099334,-37.8101334,144.9621113,4359.0,2018-01-25,19:54:32,1061.7600000000002,23:39:48,13.4
136,ID3148014688,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-03-07,18:56:46,13204.979999999996,22:36:50,65.82
137,ID1631113522,0,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-06-01,12:07:11,4292.399999999998,13:18:43,14.08
138,ID3255467435,1,5,1,-37.8055815,144.93152680000003,-37.808820399999995,144.9421927,1038.0,2018-02-14,04:00:31,224.88,4:04:15,15.38
139,ID5214580352,2,4,9,-37.8113705,145.0087543,-38.1109156,144.65417250000002,47684.0,2018-06-22,05:23:48,11552.7,8:36:20,870.06
140,ID1756348599,2,1,3,-37.813183,144.97391140000002,-37.811124299999996,145.0017881,2838.0,2018-01-22,16:50:09,655.02,17:01:04,9.51
141,ID1457679362,0,6,9,-37.7874325,144.9803767,-38.1109156,144.65417250000002,47033.0,2018-05-28,11:10:32,11350.5,14:19:42,23.74
142,ID1762275571,0,3,9,-37.818763,144.9836536,-38.1109156,144.65417250000002,45364.0,2018-07-14,23:17:33,10910.16,2:19:23,35.44
143,ID3247231399,1,1,2,-37.80611029999999,144.93443969999998,-37.8178984,144.9462477,1910.0,2018-02-12,13:28:42,479.82000000000005,13:36:41,11.5
144,ID1891616991,2,4,2,-37.8129073,145.0130137,-37.8094914,144.9262248,8455.0,2018-03-16,02:55:00,2177.9999999999986,3:31:18,15.37
145,ID1990543291,0,7,5,-37.8618349,144.90571599999998,-37.8116006,144.9274278,11479.0,2018-02-07,10:18:38,3696.659999999997,11:20:14,10.91
146,ID1551822774,2,8,2,-37.807202000000004,145.0266373,-37.8249499,144.9333453,9841.0,2018-02-28,16:54:55,2535.420000000001,17:37:10,10.81
147,ID1715733886,0,3,5,-37.819006200000004,144.9891819,-37.811035600000004,144.9290744,6675.0,2018-03-28,13:48:36,1603.86,14:15:19,11.25
148,ID5996498618,2,6,5,-37.7907967,144.985865,-37.8043528,144.9294826,6678.0,2018-04-25,05:13:01,1955.76,5:45:36,170.03
149,ID1369634989,0,4,9,-37.8053404,144.9960208,-38.1109156,144.65417250000002,46870.0,2018-05-15,14:31:02,11340.72,17:40:02,28.12
150,ID1634985123,0,5,4,-37.815388299999995,144.9280707,-37.8162256,145.0076725,8806.0,2018-01-01,08:25:24,2189.2799999999993,9:01:53,9.37
151,ID1552877407,0,9,4,-38.1109156,144.65417250000002,-37.814061200000005,144.9999996,47049.0,2018-05-03,17:02:28,11279.640000000005,20:10:27,27.88
152,ID3378556826,1,7,6,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-04-27,05:06:28,3863.5799999999986,6:10:51,31.72
153,ID3618923171,2,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-05-18,13:28:31,13173.36,17:08:04,63.29
154,ID1603530294,3,8,2,-37.8158343,145.04645,-37.8127454,144.93719109999998,10178.0,2018-05-21,23:19:17,2863.739999999999,0:07:00,18.0
155,ID5258073132,2,4,9,-37.8007984,145.0054278,-38.1109156,144.65417250000002,48076.0,2018-02-22,17:26:47,11671.259999999998,20:41:18,872.41
156,ID1457300260,1,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-06-12,14:19:42,4911.5999999999985,15:41:33,15.56
157,ID3868675828,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-01-04,14:30:10,13204.979999999996,18:10:14,66.33
158,ID3300453041,2,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-02-27,07:28:14,12681.059999999998,10:59:35,58.33
159,ID3719781617,1,1,8,-37.8114581,144.9646549,-37.807202000000004,145.0266373,6182.0,2018-04-23,19:29:54,1561.3200000000006,19:55:55,15.52
160,ID1991728369,0,2,7,-37.8199086,144.9507783,-37.8618349,144.90571599999998,8723.0,2018-03-11,21:55:22,2976.3,22:44:58,21.88
161,ID1514305462,0,1,9,-37.816113200000004,144.9510539,-38.1109156,144.65417250000002,43601.0,2018-07-01,11:38:26,10458.0,14:32:44,27.21
162,ID1776796401,1,4,5,-37.80066779999999,144.9975125,-37.812760600000004,144.9349737,6628.0,2018-07-07,12:26:35,1661.2199999999991,12:54:16,15.57
163,ID3230836540,1,6,7,-37.773845,144.9836895,-37.8618349,144.90571599999998,13169.0,2018-01-16,12:08:46,3866.4600000000014,13:13:12,26.83
164,ID3186771707,1,4,9,-37.8004208,144.98983169999997,-38.1109156,144.65417250000002,46668.0,2018-01-01,00:11:06,11253.36,3:18:39,62.55
165,ID3133593044,2,8,2,-37.8158343,145.04645,-37.8154839,144.9282243,11735.0,2018-02-16,06:39:12,3260.339999999999,7:33:32,15.66
166,ID1500925226,0,2,4,-37.8147542,144.9376992,-37.8144638,145.00779599999998,6842.0,2018-02-27,09:20:54,1671.7199999999998,9:48:45,4.81
167,ID3963293585,1,1,2,-37.8089284,144.95758500000002,-37.8108425,144.93889030000003,1865.0,2018-04-23,23:20:04,472.3199999999998,23:27:56,14.56
168,ID1445754964,0,2,8,-37.8157365,144.9372803,-37.8158343,145.04645,10030.0,2018-04-09,20:29:43,2831.88,21:16:54,13.2
169,ID1186778970,0,8,3,-37.8158343,145.04645,-37.81984779999999,144.9798461,7174.0,2018-07-01,05:18:01,2138.82,5:53:39,20.37
170,ID1722519624,0,6,2,-37.7738026,144.98364660000001,-37.8127424,144.9434419,9277.0,2018-06-17,20:50:34,2830.4399999999987,21:37:44,17.43
171,ID1550312730,0,7,2,-37.8618349,144.90571599999998,-37.8146821,144.9383025,10298.0,2018-04-01,20:21:43,3371.759999999999,21:17:54,18.81
172,ID5876174466,2,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-01-22,14:18:13,4917.479999999999,12:56:16,376.24
173,ID1816371286,0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-05-24,3:11:49,12681.060000000005,23:40:28,35.57
174,ID1809007699,0,5,2,-37.818711,144.9167989,-37.8151285,144.9378208,2325.0,2018-02-06,14:46:41,663.78,14:35:38,7.72
175,ID1825782700,0,5,4,-37.814871200000006,144.92715619999998,-37.814265500000005,145.0060671,8639.0,2018-02-25,15:03:42,2143.2,15:39:25,15.44
